"id","age","political_affiliation","libcon","ownhouse","sex","income","highested","employment","Y2","Y3","Y4","Y5","Y6","Y7","Y8"
832,31.901437371663,"(1) Democrat","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(6) College graduate","(3) Yes, Full-time","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(1) Slightly positive","(0) Neither negative or positive"
835,52.065708418891,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(4) $35,000 to $49,999","(5) Some college","(1) No","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative","(1) Slightly positive","(0) Neither negative or positive","(0) Neither negative or positive"
838,48.167008898015,"(1) Democrat","(2) Conservative","(1) Yes","(0) Female","(6) $75,000 or more","(5) Some college","(5) Working inside the home only","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative","(0) Neither negative or positive","(-2) Very negative"
839,54.184804928131,"(1) Democrat","(2) Conservative","(1) Yes","(0) Female","(6) $75,000 or more","(3) High school graduate","(3) Yes, Full-time","(1) Slightly positive","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
845,49.281314168378,"(1) Democrat","(2) Conservative","(1) Yes","(1) Male","(5) $50,000 to $74,999","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative","(-2) Very negative"
847,52.145106091718,"(4) Undeclared","(3) Liberal","(1) Yes","(0) Female","(3) $25,000 to $34,999","(3) High school graduate","(3) Yes, Full-time","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
868,23.540041067762,"(3) Independent","(3) Liberal","(1) Yes","(0) Female","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-1) Slightly negative","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative"
869,35.126625598905,"(3) Independent","(3) Liberal","(1) Yes","(0) Female","(6) $75,000 or more","(7) More than college graduate","(3) Yes, Full-time","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
872,49.577002053388,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(5) Some college","(5) Working inside the home only","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive"
882,21.440109514031,"(3) Independent","(2) Conservative","(1) Yes","(1) Male","(6) $75,000 or more","(5) Some college","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(-2) Very negative","(-1) Slightly negative"
883,56.128678986995,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(5) Some college","(5) Working inside the home only","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
884,27.381245722108,"(3) Independent","(3) Liberal","(2) No","(0) Female","(5) $50,000 to $74,999","(7) More than college graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
885,67.548254620123,"(2) Republican","(1) Very Conservative","(1) Yes","(1) Male","(6) $75,000 or more","(5) Some college","(4) Retired","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
891,53.130732375086,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(4) $35,000 to $49,999","(2) High school, no graduate","(4) Retired","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
895,30.173853524983,"(1) Democrat","(1) Very Conservative","(2) No","(1) Male","(6) $75,000 or more","(7) More than college graduate","(3) Yes, Full-time","(-2) Very negative","(1) Slightly positive","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative"
907,49.467488021903,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(7) More than college graduate","(2) Yes, Part-time","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
911,19.96167008898,"(4) Undeclared","(2) Conservative","(2) No","(1) Male","(4) $35,000 to $49,999","(3) High school graduate","(2) Yes, Part-time","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(1) Slightly positive","(-1) Slightly negative"
939,27.529089664613,"(1) Democrat","(3) Liberal","(1) Yes","(1) Male","(5) $50,000 to $74,999","(6) College graduate","(3) Yes, Full-time","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(1) Slightly positive","(0) Neither negative or positive","(-1) Slightly negative"
945,46.973305954825,"(4) Undeclared","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(3) Yes, Full-time","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
954,50.877481177276,"(1) Democrat","(2) Conservative","(2) No","(0) Female","(4) $35,000 to $49,999","(5) Some college","(4) Retired","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative"
955,58.710472279261,"(1) Democrat","(3) Liberal","(2) No","(0) Female","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative"
957,32.761122518823,"(3) Independent","(2) Conservative","(1) Yes","(1) Male","(5) $50,000 to $74,999","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
958,38.874743326489,"(4) Undeclared","(3) Liberal","(2) No","(0) Female","(4) $35,000 to $49,999","(3) High school graduate","(1) No","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative"
964,47.797399041752,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(5) Some college","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
965,48.774811772758,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(6) $75,000 or more","(3) High school graduate","(2) Yes, Part-time","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
978,59.693360711841,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(6) $75,000 or more","(6) College graduate","(5) Working inside the home only","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-1) Slightly negative","(-2) Very negative"
986,31.137577002053,"(2) Republican","(3) Liberal","(1) Yes","(1) Male","(5) $50,000 to $74,999","(3) High school graduate","(4) Retired","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
991,51.381245722108,"(1) Democrat","(3) Liberal","(2) No","(0) Female","(3) $25,000 to $34,999","(5) Some college","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative"
998,64.421629021218,"(1) Democrat","(2) Conservative","(1) Yes","(0) Female","(1) Under $15,000","(3) High school graduate","(4) Retired","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative"
1009,28.777549623546,"(1) Democrat","(2) Conservative","(2) No","(1) Male","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(1) Slightly positive","(0) Neither negative or positive"
1010,42.713210130048,"(1) Democrat","(4) Very Liberal","(1) Yes","(0) Female","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative"
1014,40.4681724846,"(1) Democrat","(3) Liberal","(1) Yes","(0) Female","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
1034,61.535934291581,"(2) Republican","(2) Conservative","(1) Yes","(1) Male","(5) $50,000 to $74,999","(5) Some college","(3) Yes, Full-time","(-2) Very negative","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative","(1) Slightly positive"
1038,42.031485284052,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive"
1045,42.49144421629,"(1) Democrat","(3) Liberal","(2) No","(0) Female","(3) $25,000 to $34,999","(5) Some college","(5) Working inside the home only","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1048,51.728952772074,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(3) $25,000 to $34,999","(5) Some college","(5) Working inside the home only","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative"
1061,19.887748117728,"(1) Democrat","(4) Very Liberal","(1) Yes","(1) Male","(3) $25,000 to $34,999","(5) Some college","(5) Working inside the home only","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative"
1066,24.339493497604,"(3) Independent","(2) Conservative","(2) No","(1) Male","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-1) Slightly negative","(1) Slightly positive","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
1076,34.622861054073,"(5) Other","(2) Conservative","(1) Yes","(0) Female","(2) $15,000 to $24,999","(3) High school graduate","(1) No","(-1) Slightly negative","(0) Neither negative or positive","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1077,50.360027378508,"(4) Undeclared","(2) Conservative","(1) Yes","(0) Female","(3) $25,000 to $34,999","(4) Vocational","(1) No","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative"
1080,42.379192334018,"(1) Democrat","(2) Conservative","(1) Yes","(1) Male","(6) $75,000 or more","(6) College graduate","(3) Yes, Full-time","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive"
1085,56.481861738535,"(1) Democrat","(3) Liberal","(1) Yes","(0) Female","(4) $35,000 to $49,999","(4) Vocational","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1099,30.66392881588,"(3) Independent","(3) Liberal","(1) Yes","(1) Male","(2) $15,000 to $24,999","(6) College graduate","(2) Yes, Part-time","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(1) Slightly positive","(-1) Slightly negative"
1111,26.524298425736,"(4) Undeclared","(2) Conservative","(2) No","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(2) Yes, Part-time","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
1120,65.598904859685,"(1) Democrat","(1) Very Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(5) Some college","(2) Yes, Part-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1129,43.151266255989,"(4) Undeclared","(2) Conservative","(1) Yes","(0) Female","(4) $35,000 to $49,999","(4) Vocational","(1) No","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(-2) Very negative"
1133,45.713894592745,"(1) Democrat","(3) Liberal","(1) Yes","(1) Male","(6) $75,000 or more","(7) More than college graduate","(3) Yes, Full-time","(1) Slightly positive","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(-2) Very negative"
1149,25.648186173854,"(2) Republican","(2) Conservative","(1) Yes","(1) Male","(5) $50,000 to $74,999","(6) College graduate","(3) Yes, Full-time","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(1) Slightly positive","(1) Slightly positive","(1) Slightly positive","(1) Slightly positive"
1198,63.871321013005,"(3) Independent","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(4) Vocational","(4) Retired","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive"
1237,25.828884325804,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(3) Yes, Full-time","(-1) Slightly negative","(1) Slightly positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1257,30.310746064339,"(3) Independent","(3) Liberal","(1) Yes","(0) Female","(3) $25,000 to $34,999","(3) High school graduate","(1) No","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1262,60.161533196441,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive"
1267,46.121834360027,"(3) Independent","(1) Very Conservative","(1) Yes","(0) Female","(2) $15,000 to $24,999","(3) High school graduate","(2) Yes, Part-time","(-2) Very negative","(1) Slightly positive","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative"
1272,50.819986310746,"(3) Independent","(3) Liberal","(1) Yes","(0) Female","(4) $35,000 to $49,999","(3) High school graduate","(5) Working inside the home only","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive"
1298,46.976043805613,"(4) Undeclared","(3) Liberal","(1) Yes","(0) Female","(4) $35,000 to $49,999","(3) High school graduate","(1) No","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1330,35.529089664613,"(4) Undeclared","(2) Conservative","(2) No","(0) Female","(2) $15,000 to $24,999","(4) Vocational","(1) No","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative"
1348,50.094455852156,"(4) Undeclared","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(3) Yes, Full-time","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1361,56.572210814511,"(1) Democrat","(4) Very Liberal","(1) Yes","(1) Male","(5) $50,000 to $74,999","(5) Some college","(4) Retired","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1371,19.90417522245,"(4) Undeclared","(3) Liberal","(2) No","(1) Male","(5) $50,000 to $74,999","(5) Some college","(1) No","(-2) Very negative","(2) Very positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative"
1377,49.051334702259,"(4) Undeclared","(3) Liberal","(1) Yes","(1) Male","(6) $75,000 or more","(7) More than college graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1397,24.246406570842,"(2) Republican","(2) Conservative","(2) No","(0) Female","(6) $75,000 or more","(3) High school graduate","(3) Yes, Full-time","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-2) Very negative"
1400,28.254620123203,"(3) Independent","(3) Liberal","(2) No","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative"
1404,43.397672826831,"(3) Independent","(2) Conservative","(1) Yes","(1) Male","(6) $75,000 or more","(7) More than college graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1407,54.754277891855,"(3) Independent","(1) Very Conservative","(1) Yes","(1) Male","(4) $35,000 to $49,999","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative"
1420,36.339493497604,"(3) Independent","(3) Liberal","(1) Yes","(0) Female","(2) $15,000 to $24,999","(4) Vocational","(2) Yes, Part-time","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative"
1433,37.656399726215,"(2) Republican","(2) Conservative","(1) Yes","(1) Male","(5) $50,000 to $74,999","(5) Some college","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
1458,35.586584531143,"(2) Republican","(2) Conservative","(2) No","(1) Male","(5) $50,000 to $74,999","(5) Some college","(3) Yes, Full-time","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative"
1470,29.420944558522,"(3) Independent","(2) Conservative","(2) No","(1) Male","(5) $50,000 to $74,999","(7) More than college graduate","(3) Yes, Full-time","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(-2) Very negative"
1487,22.907597535934,"(3) Independent","(4) Very Liberal","(2) No","(1) Male","(4) $35,000 to $49,999","(5) Some college","(2) Yes, Part-time","(-2) Very negative","(-1) Slightly negative","(1) Slightly positive","(-1) Slightly negative","(-1) Slightly negative","(1) Slightly positive","(-1) Slightly negative"
1516,60.421629021218,"(2) Republican","(2) Conservative","(1) Yes","(1) Male","(5) $50,000 to $74,999","(3) High school graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1528,28.320328542094,"(3) Independent","(2) Conservative","(2) No","(0) Female","(6) $75,000 or more","(6) College graduate","(2) Yes, Part-time","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative"
1550,19.206023271732,"(1) Democrat","(3) Liberal","(1) Yes","(1) Male","(3) $25,000 to $34,999","(5) Some college","(3) Yes, Full-time","(-2) Very negative","(1) Slightly positive","(1) Slightly positive","(-1) Slightly negative","(1) Slightly positive","(1) Slightly positive","(0) Neither negative or positive"
1577,53.07871321013,"(4) Undeclared","(3) Liberal","(1) Yes","(0) Female","(2) $15,000 to $24,999","(3) High school graduate","(3) Yes, Full-time","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(1) Slightly positive","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1589,44.071184120465,"(1) Democrat","(3) Liberal","(1) Yes","(1) Male","(6) $75,000 or more","(7) More than college graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
1594,23.290896646133,"(1) Democrat","(3) Liberal","(1) Yes","(1) Male","(5) $50,000 to $74,999","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative","(-1) Slightly negative"
1617,35.994524298426,"(4) Undeclared","(3) Liberal","(1) Yes","(0) Female","(4) $35,000 to $49,999","(3) High school graduate","(1) No","(-2) Very negative","(-2) Very negative","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1639,41.639972621492,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(4) $35,000 to $49,999","(4) Vocational","(1) No","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative"
1640,31.156741957563,"(2) Republican","(2) Conservative","(2) No","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(5) Working inside the home only","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative"
1643,55.091033538672,"(1) Democrat","(2) Conservative","(1) Yes","(0) Female","(6) $75,000 or more","(3) High school graduate","(3) Yes, Full-time","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive"
1675,49.82340862423,"(1) Democrat","(3) Liberal","(1) Yes","(0) Female","(2) $15,000 to $24,999","(3) High school graduate","(1) No","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(-1) Slightly negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1678,47.635865845311,"(1) Democrat","(3) Liberal","(1) Yes","(0) Female","(2) $15,000 to $24,999","(2) High school, no graduate","(1) No","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-2) Very negative"
1690,44.128678986995,"(1) Democrat","(3) Liberal","(2) No","(0) Female","(2) $15,000 to $24,999","(3) High school graduate","(1) No","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative"
1717,54.95961670089,"(3) Independent","(4) Very Liberal","(1) Yes","(0) Female","(5) $50,000 to $74,999","(4) Vocational","(2) Yes, Part-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative"
1724,31.534565366188,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(3) $25,000 to $34,999","(3) High school graduate","(1) No","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1728,29.84257357974,"(3) Independent","(4) Very Liberal","(2) No","(1) Male","(2) $15,000 to $24,999","(7) More than college graduate","(2) Yes, Part-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(1) Slightly positive","(-2) Very negative"
1730,19.748117727584,"(1) Democrat","(2) Conservative","(1) Yes","(1) Male","(6) $75,000 or more","(3) High school graduate","(3) Yes, Full-time","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-2) Very negative"
1736,31.126625598905,"(3) Independent","(2) Conservative","(2) No","(1) Male","(2) $15,000 to $24,999","(6) College graduate","(3) Yes, Full-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative"
1753,60.772073921971,"(2) Republican","(2) Conservative","(1) Yes","(0) Female","(5) $50,000 to $74,999","(3) High school graduate","(1) No","(1) Slightly positive","(-1) Slightly negative","(-1) Slightly negative","(-2) Very negative","(0) Neither negative or positive","(0) Neither negative or positive","(0) Neither negative or positive"
1758,52.651608487337,"(1) Democrat","(3) Liberal","(1) Yes","(0) Female","(2) $15,000 to $24,999","(2) High school, no graduate","(1) No","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(-2) Very negative"
1796,36.396988364134,"(1) Democrat","(2) Conservative","(1) Yes","(1) Male","(6) $75,000 or more","(7) More than college graduate","(3) Yes, Full-time","(-1) Slightly negative","(-2) Very negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
1802,45.763175906913,"(1) Democrat","(3) Liberal","(1) Yes","(0) Female","(6) $75,000 or more","(6) College graduate","(2) Yes, Part-time","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-1) Slightly negative","(0) Neither negative or positive","(-1) Slightly negative"
1810,46.767967145791,"(1) Democrat","(4) Very Liberal","(1) Yes","(1) Male","(5) $50,000 to $74,999","(3) High school graduate","(3) Yes, Full-time","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative"
1826,24.769336071184,"(1) Democrat","(2) Conservative","(2) No","(1) Male","(1) Under $15,000","(6) College graduate","(1) No","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(-1) Slightly negative","(0) Neither negative or positive","(-2) Very negative"
1837,26.286105407255,"(4) Undeclared","(4) Very Liberal","(2) No","(0) Female","(1) Under $15,000","(3) High school graduate","(5) Working inside the home only","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative","(-2) Very negative"
