"id","time","censored","total_charges","monthly_charges","contract","payment_method","paperless","gender","senior","partner","dependents","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
4444,1,1,44.75,44.75,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
4445,3,0,63.75,19.85,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4446,63,1,6218.45,98,"Two year","Credit card (automatic)","No","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
4447,3,0,260.9,79.9,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No"
4448,68,1,7320.9,107.7,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
4449,30,0,2967.35,99.7,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
4450,60,1,6333.8,104.7,"Two year","Electronic check","No","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4451,15,0,939.7,58.6,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","Yes","No","No"
4452,45,1,4200.25,93.9,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
4453,70,1,5950.2,86.45,"Two year","Credit card (automatic)","No","Female","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4454,10,0,1037.75,98.5,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
4455,4,1,93.4,19.4,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4456,1,0,50.45,50.45,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No"
4457,68,1,1614.9,24.95,"Two year","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4458,22,1,1573.95,75,"Month-to-month","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","No","No","No","No"
4459,38,0,3624.3,94.65,"Month-to-month","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No"
4460,1,0,100.25,100.25,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
4461,18,1,1468.75,78.2,"Month-to-month","Electronic check","No","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","No"
4462,29,1,2607.6,94.2,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes"
4463,16,0,1422.1,88.45,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes"
4464,1,0,69.85,69.85,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4465,12,0,858.6,81.7,"Month-to-month","Bank transfer (automatic)","No","Male","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","No","No"
4466,31,1,1523.4,50.05,"One year","Electronic check","Yes","Male","No","No","No","No","No phone service","DSL","No","No","Yes","No","Yes","Yes"
4467,4,0,324.3,79.9,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes"
4468,48,1,3435.6,69.55,"One year","Mailed check","Yes","Female","No","Yes","No","Yes","Yes","DSL","No","No","Yes","Yes","No","Yes"
4469,15,0,399.6,25.4,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4470,50,1,4549.45,90.1,"One year","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","No"
4471,7,1,322.5,44.65,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
4472,41,0,3273.55,83.75,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No"
4473,68,1,5375.15,80.35,"Two year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","Yes","No","No","No"
4474,26,1,2510.7,98.1,"Month-to-month","Bank transfer (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
4475,57,1,3090.05,53.35,"Two year","Credit card (automatic)","No","Male","No","No","No","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes"
4476,3,1,61.05,19.55,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4477,1,0,20.9,20.9,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4478,19,1,955.6,48.95,"One year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No"
4479,3,1,140.4,54.2,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","DSL","No","No","No","No","Yes","No"
4480,59,1,1493.1,24.45,"Two year","Electronic check","No","Female","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4481,1,0,69.4,69.4,"Month-to-month","Mailed check","Yes","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4482,42,1,1626.05,40.15,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","No","No","No phone service","DSL","Yes","No","No","No","Yes","No"
4483,7,0,541.15,74.9,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
4484,67,1,1784.9,25.6,"Two year","Credit card (automatic)","No","Male","No","Yes","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4485,1,1,70.35,70.35,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4486,66,1,6075.9,91.7,"Two year","Bank transfer (automatic)","No","Male","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4487,61,1,5500.6,89.2,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes"
4488,4,1,73.1,24.1,"One year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4489,42,0,3229.4,74.15,"Month-to-month","Credit card (automatic)","Yes","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No"
4490,64,1,3399.85,53.85,"One year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","No","No","No","No"
4491,54,1,6431.05,115.6,"One year","Bank transfer (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4492,1,1,19.75,19.75,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4493,54,1,1230.9,24.05,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4494,18,1,454.65,25.3,"Two year","Credit card (automatic)","No","Female","No","No","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4495,3,1,235.05,84.3,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","Yes"
4496,1,0,70.1,70.1,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4497,72,1,6595.9,89.75,"Two year","Credit card (automatic)","No","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4498,60,1,5867,97.95,"One year","Electronic check","Yes","Male","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4499,11,1,196.35,20,"One year","Mailed check","Yes","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4500,12,0,909.25,78.3,"Month-to-month","Electronic check","Yes","Female","No","No","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","No","No"
4501,61,1,6449.15,103.9,"One year","Credit card (automatic)","No","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
4502,39,1,762.45,20.7,"Two year","Credit card (automatic)","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4503,55,0,5283.95,96.8,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
4504,17,0,1617.5,94.4,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
4505,37,1,785.75,20.15,"One year","Credit card (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4506,72,1,1776,26,"Two year","Mailed check","Yes","Female","No","Yes","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4507,72,1,5396.25,77.35,"Two year","Credit card (automatic)","No","Male","Yes","Yes","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No"
4508,8,1,574.5,66.05,"Month-to-month","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","Yes"
4509,22,1,400.3,19.9,"Month-to-month","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4510,1,0,84.3,84.3,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","No"
4511,38,1,2656.3,68.15,"Month-to-month","Credit card (automatic)","No","Female","No","No","No","Yes","Yes","DSL","No","Yes","No","Yes","No","Yes"
4512,17,1,1445.95,80.85,"One year","Electronic check","No","Male","No","No","Yes","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes"
4513,70,1,5212.65,75.5,"Two year","Bank transfer (automatic)","Yes","Female","Yes","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No"
4514,72,0,6440.25,92.45,"Two year","Credit card (automatic)","No","Female","Yes","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4515,28,1,2244.95,80.6,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes"
4516,15,1,1130,83.2,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","No"
4517,72,1,6463.15,87.55,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4518,11,0,1131.2,99.55,"Month-to-month","Electronic check","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
4519,8,0,585.95,81.25,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No"
4520,57,1,6252.7,109.4,"One year","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
4521,1,0,19.95,19.95,"Month-to-month","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4522,46,1,2062.15,45.55,"Month-to-month","Electronic check","No","Female","No","Yes","No","No","No phone service","DSL","Yes","Yes","No","No","Yes","No"
4523,30,1,587.1,20.7,"One year","Credit card (automatic)","No","Male","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4524,10,1,720.45,75.3,"Month-to-month","Electronic check","No","Male","Yes","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No"
4525,23,0,2186.4,99.25,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
4526,32,1,2979.3,93.4,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes"
4527,13,1,956.65,73.75,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No"
4528,39,0,3201.55,80.45,"Two year","Electronic check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","No","No"
4529,44,1,3973.2,88.15,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No"
4530,9,1,447.9,49.2,"Month-to-month","Mailed check","No","Male","Yes","No","No","Yes","No","DSL","No","No","No","Yes","No","No"
4531,67,1,1335.2,19.65,"Two year","Mailed check","No","Female","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4532,9,0,661.25,79.35,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","No"
4533,15,0,1111.85,79.75,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No"
4534,71,1,7555,105.15,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4535,1,1,49,49,"Month-to-month","Credit card (automatic)","No","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No"
4536,30,0,3046.15,100.05,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
4537,1,0,69.35,69.35,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4538,17,1,836.35,49.8,"Month-to-month","Mailed check","Yes","Male","No","Yes","No","No","No phone service","DSL","No","Yes","No","No","Yes","Yes"
4539,3,0,272.2,85.8,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","Yes"
4540,67,0,5293.4,79.7,"Two year","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes"
4541,1,1,20.95,20.95,"Month-to-month","Bank transfer (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4542,1,0,50.55,50.55,"Month-to-month","Mailed check","No","Female","Yes","No","No","Yes","Yes","DSL","No","No","No","No","No","No"
4543,32,1,2570,79.3,"Month-to-month","Mailed check","No","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No"
4544,41,1,798.2,19.5,"One year","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4545,1,0,80.55,80.55,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","Yes","No"
4546,1,1,44.15,44.15,"Month-to-month","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
4547,12,0,916.9,84.5,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No"
4548,62,1,6487.2,105.5,"Month-to-month","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
4549,22,0,1855.65,84.3,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","Yes"
4550,17,1,1556.85,92.7,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No"
4551,72,1,1988.05,26.25,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4552,56,1,5432.2,96.95,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No"
4553,9,1,147.55,20.45,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4554,72,1,8424.9,115.8,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4555,20,1,2203.7,108.2,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4556,19,1,387.4,20.2,"Two year","Mailed check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4557,2,0,116.65,67.75,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4558,53,1,3045.75,54.9,"One year","Credit card (automatic)","No","Male","No","No","No","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes"
4559,27,0,2287.25,85.25,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
4560,6,1,130.5,20.15,"Month-to-month","Bank transfer (automatic)","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4561,9,1,767.9,90.35,"One year","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No"
4562,8,1,446.8,55.75,"Month-to-month","Electronic check","No","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","No","No","No","No"
4563,71,1,8100.25,114.6,"Two year","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4564,10,0,830.7,80.05,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No"
4565,1,0,20,20,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4566,71,1,4689.15,66.8,"One year","Bank transfer (automatic)","No","Female","No","Yes","No","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4567,68,1,6754.35,100.3,"One year","Electronic check","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes"
4568,34,1,3540.65,105.35,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
4569,26,1,2184.6,85.2,"One year","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No"
4570,22,0,1054.6,48.8,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No"
4571,7,1,130.55,18.95,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4572,20,1,1540.35,69.8,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4573,60,1,6411.25,106.15,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4574,72,1,1432.55,20.55,"Two year","Electronic check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4575,72,1,7629.85,105.75,"One year","Credit card (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4576,4,1,101.9,25.25,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4577,16,1,313.4,19.75,"Month-to-month","Electronic check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4578,62,1,6312.9,104.85,"One year","Electronic check","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
4579,10,1,629.55,60.95,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","DSL","No","No","No","Yes","No","Yes"
4580,31,1,2640.55,81.15,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No"
4581,71,1,1372.45,19.1,"Two year","Credit card (automatic)","No","Female","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4582,58,1,1212.25,20.8,"Two year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4583,70,1,6237.05,90.15,"Two year","Credit card (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4584,71,1,6310.9,90.1,"Two year","Electronic check","No","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4585,69,1,5031,74.1,"Two year","Credit card (automatic)","No","Male","Yes","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes"
4586,1,0,85.05,85.05,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
4587,72,1,8672.45,118.75,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4588,26,1,2196.45,85.9,"Month-to-month","Credit card (automatic)","No","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","Yes","No","Yes"
4589,33,1,3008.15,95,"Month-to-month","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes"
4590,10,1,220.8,20.15,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4591,57,1,5779.6,101.3,"Two year","Credit card (automatic)","No","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes"
4592,10,1,222.65,21.2,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4593,39,1,914.6,24.2,"One year","Mailed check","Yes","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4594,11,1,246.3,20.3,"Month-to-month","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4595,21,0,2110.15,102.8,"Month-to-month","Electronic check","Yes","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
4596,68,1,5560,85.3,"Two year","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
4597,18,1,1633,89.6,"One year","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No"
4598,6,0,547.65,99.95,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
4599,18,1,969.85,56.25,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No"
4600,52,1,2610.65,50.95,"One year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","No","DSL","No","No","Yes","No","No","No"
4601,56,1,6567.9,115.85,"Two year","Mailed check","No","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4602,45,1,4747.85,103.65,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
4603,67,1,1759.55,26.1,"Two year","Mailed check","Yes","Female","No","No","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4604,3,1,101.1,35.1,"Month-to-month","Mailed check","No","Male","No","Yes","No","No","No phone service","DSL","Yes","No","No","Yes","No","No"
4605,65,1,6496.15,99.1,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4606,63,1,4234.15,67.25,"Two year","Mailed check","No","Male","No","Yes","No","Yes","Yes","DSL","No","Yes","No","Yes","No","Yes"
4607,11,1,300.7,25,"Two year","Mailed check","No","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4608,1,1,59.55,59.55,"Month-to-month","Mailed check","Yes","Male","No","No","Yes","Yes","No","DSL","No","No","No","Yes","No","Yes"
4609,55,1,4323.35,77.8,"Two year","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","Yes","DSL","No","No","Yes","No","Yes","Yes"
4610,25,1,1466.1,55.1,"One year","Mailed check","Yes","Male","No","Yes","Yes","Yes","Yes","DSL","No","No","No","Yes","No","No"
4611,72,0,8684.8,117.8,"One year","Bank transfer (automatic)","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4612,72,1,1776.45,24.15,"Two year","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4613,65,1,2933.95,45.25,"Two year","Mailed check","No","Female","No","No","Yes","No","No phone service","DSL","No","Yes","No","Yes","Yes","No"
4614,54,0,4370.25,79.5,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No"
4615,7,1,144.35,20.25,"Month-to-month","Mailed check","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4616,72,1,4804.75,64.75,"Two year","Bank transfer (automatic)","No","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No"
4617,21,1,1125.2,54.6,"Month-to-month","Bank transfer (automatic)","No","Male","No","Yes","No","Yes","No","DSL","No","No","No","No","Yes","No"
4618,2,1,39.85,20.7,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4619,4,1,422.4,94.75,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
4620,3,0,251.75,79.65,"Month-to-month","Bank transfer (automatic)","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","No"
4621,72,1,8332.15,115.8,"Two year","Credit card (automatic)","No","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
